word,translation
restlich,剩余的，残余的，余下的
Resultat,得数，答数；结果，结局；成绩；后果
Resümee,总结，概括，概要
rettungslos,无法挽回的，无法挽救的，无法援救的
Reue,懊悔，悔恨，后悔
Revolution,革命；变革
revolutionieren,革命；暴动；使…起来革命，使…充满革命精神；使…发生革命性变化，使…得以变革
Rezeptur,食谱
richten,瞄准，指向，对准；提出，发出；准备，预备；校准，调整；瞄准，指向，对准；跟从；取决于；判决，评价，评判
Richtigkeit,正确性；真实性
rinnen,流，流淌，流出；滴，漏
riskieren,冒险，担风险
Ritter,骑士团骑士；荣誉勋章获得者；彬彬有礼的男子；骑士
Roboter,机器人，机械手
Rolle,滚子，滚柱，跟头，滚翻
Rollstuhl,轮椅
Romantik,浪漫派；浪漫派时期；浪漫，浪漫主义
Romantiker,浪漫主义者；浪漫派艺术家
romantisch,浪漫的，浪漫主义的
rosig,星粉红色的，玫瑰色的；美好的，愉快的
Routine,熟练，有经验
Rubrik,类别；范畴；专项；专栏，栏目
Rücksicht,后视；原因，理由；顾及，考虑，体谅
rücksichtslos,不毫无顾忌的，肆无忌惮的；不讲情面的
rücksichtsvoll,考虑周到的。
Rückversicherung,分保险，再保险
Rückzug,取款，提款；退出，撤出；撤退，撤军
rudern,划，荡桨；划船，摇橹
Ruf,声誉；号召，召唤；呼唤
ruhen,休息；静止，停止，停顿；建立在，落在；倚靠
Ruheraum,休息室
Ruhezeit,休息时间
ruhig,安静的，平静的；静止的，静态的；清闲的，清静的；冷静的，从容的；尽管，尽管
Rundfunkanstalt,广播电台；广播公司
runterfallen,脱落
rustikal,朴素的；没有教养的
Rüstung,护甲，甲；军备；装备
Sachbeschädigung,动物的损坏
Sache,情况，事件，事情；物品，物件，东西；任务，职责；事业
Sachverhalt,实情，真相
Säge,锯木厂，木材加工厂；锯
sagenhaft,神话般的，传说中的，传奇的；巨大的，极大的
Salat,色拉，色拉菜
samt,连同，包括
sämtlich,全部的，全体的，悉数的
sanft,柔软的；温和的，温柔的；和顺的，和暖的；柔和的，轻柔的
Satiriker,讽刺者
satirisch,讽刺的，嘲笑的，讥讽的
Sauerstoff,氧气
Sauerstoffanteil,氧含量
Säuglingssterblichkeit,婴儿死亡率
schaffen,完成，做出，实现；带，移送，运送；赶上
Schale,硬皮；壳；碗，钵；杯子；皮
schätzen,评价，估价；估量，估计；重视，赏识；珍视，尊重
Schätzung,估计，估价；尊敬，敬重
Schauplatz,事发地点
Schauspielschule,戏剧学校
Scheinehe,假结婚
scheitern,落空，遭遇失败，垮台，遇难
scheren,剪，剪断，剪切，修剪
Scheu,害羞的，胆怯的，腼腆的；惊吓的，受惊的
Schicksal,命运；天命
Schicksalsschlag,命运的打击，厄运
schildern,描述，描写，描绘
Schläfchen,小睡
schlaflos,失眠的，难以入睡的
Schlafmangel,失眠
Schlafraum,卧室，寝室
Schlafstörung,失眠
Schlag,撞击声，敲打声；撞击，敲打；电击，触电
Schlaganfall,中风
schlagartig,突然的，突如其来的，迅猛的，猛烈的
schlagen,打，击，拍，敲；战胜，打败；算入，计入；生长；放，放置，摆；相斗，争夺，抢夺；影响到；打，击，拍，敲；跳动；碰到，撞到
schleichen,悄悄地走，轻手轻脚地走动；潜行，溜进
Schließung,关闭
Schließzylinder,闭缸
schlimmstenfalls,在最不利的情况下，从最坏的情况考虑
Schlossgarten,宫中花园
schlüpfen,滑行，溜过
Schlüsselwort,键词，中心词
schmeißen,掷，投，抛，扔
schmerzlindernd,消痛的schmerzmittel；止痛药，止痛药片
schmerzlos,无痛的，没有痛苦的
Schmetterling,蝶泳；蝴蝶；飞蛾
Schmied,银工；铁匠
Schnäppchen,讨价还价，廉价品
schnappen,抓取，抓住，抢走；盯住，咬住；张口咬，想咬；扑向；张口吸气
Schneeball,雪球
Schneiderin,裁缝
Schneider,裁缝
Schnelligkeit,迅速，快速，敏捷；速度
Schnitt,切，割，剪，裁，裁
schnitzen,雕刻
Schranke,所允许的界限，限制，束缚
schrecklich,骇人的，可怕的；惊人的，令人吃惊的；让人讨厌的；非常的，极大的
Schreibtischplatte,桌面
Schriftstellerin,女作家
Schriftsteller,作家
Schriftzeichen,字，文字
schrumpfen,收缩，缩小，缩短；干瘪，枯萎
Schulabschluss,中学毕业(资格)，中学学历
Schulden,欠（债）；应归功于
Schulpflicht,义务教育
Schuluniform,校服
Schulzeit,求学时期，学生时代
schutzlos,无保护的，无防卫的，无防御的
Schutzmaßnahme,保护措施，安全措施，预防措施
schwach,差的，不好的；弱的，虚弱的，体弱的；脆弱的，软弱的；薄的，稀薄的；劣质的，质量差的；淡的；微量的；弱变化的
Schwäche,懦弱，软弱；弱点，缺点，不足之处；好感，偏爱
Schwager,姐夫；妹夫；大伯子；小叔子；大舅子；小舅子
Schwägerin,大姑子，小姑子，大姨子，小姨子，嫂子，弟媳，弟妹，婶娘
Schwarm,追求，向往的事物；崇拜对象，偶像；飞行小队；一群；一伙，一群
schwarz,黑的，黑色的；漆黑的；非法的，暗中的；悲观的；不吉利的，不祥的
schwerelos,没有星星的，失望的；轻飘飘的
schwerfallen,难
Schwiegermutter,婆婆；岳母
Schwimmerin,游泳者
Schwimmer,浮球；浮筒；浮标；浮子；鱼漂；会游泳的人；游泳者；游泳运动员
schwindeln,头晕，头晕目眩；欺骗，撒谎，说谎
schwitzen,冒汗，出汗，汗流浃背；渗出，流出
schwören,发誓
Seele,灵魂，精神
sehnen,渴望，思念，想念
sehnsüchtig,渴望的，渴恋的，朝思暮想的，思慕的
Seite,侧，边
Selbstbeherrschung,自我控制，自我克制
selbstbewusst,自信的；有自我意识的
Selbstbewusstsein,自信性；自我意识性，自觉性；自我意识
Selbstdarstellung,自画像；自我表现
selbstsicher,自信的
seltsam,奇特的，奇异的，稀奇的，非同寻常的
Seminar,（专题）研究班，课堂讨论，神学院
Seniorin,年长妇女；前辈
Senior,年长者，老前辈
senken,降低，下降，减少；使放下，使重下；沉陷，下沉，下降
Sensation,感觉；不寻常的事情；盛事；轰动性新闻，引起轰动的事件，突发事件
seriös,可靠的，可信的，信得过的；庄重的，严肃的
setzen,摆，放，放置，设置；
Shampoo,英语语波，洗发液
shoppen,购物
Shopping,购物
sicherlich,肯定，必然，必定
sicherstellen,确保，保证；使安全，使有保障；没收，封存，充公
Sicht,看法，眼光，角度
sichtbar,明显的，显然的，显著的；可见的，看得见的
siegessicher,稳操胜券的，必胜的
Signal,信号，信号标志；信号，信号标志；信号
Silber,银牌；银器；银餐具；银色；银光；银币；银圆，银洋；银子，银
Silvester,除夕
simpel,普通的，一般的；简单的，容易的；头脑简单的
Sinn,意识，感知，感受力，理解力
sinnvoll,有意义的，意义深远的，意味深长的；明智的
Sitzung,会，会议
Skepsis,疑虑，怀疑，将信将疑
skeptisch,怀疑的，疑虑的
smart,精明的，精干的
Snack,小吃，快餐，点心，零食
Snowboard,滑雪
sogenannt,所谓的；通常所说的
solide,品行端正的，正派的；扎实的，坚实的
Sonnencreme,防晒霜，防晒霜
Sonnenfinsternis,日食
Sonnenlicht,阳光，日光
sowieso,反正，无论如何，本来就
sozial,社会的，有关社会的；社会性的；有益的，公益的
Sozialhilfeempfänger,福利接受者
sozialistisch,社会主义的
Sozialwissenschaft,社会科学
sozusagen,可以说，几乎可以说，这么说吧
Spalte,裂缝，缝，栏
Speck,肥肉，脂肪
Spende,捐赠，捐助，捐款，捐款
spenden,捐助，捐赠，捐款；给予，带来，产生
sperren,封闭，封锁，关闭；隔开，隔断；冻结，停止；处以禁赛；拒绝，反抗，对抗；夹住；关不上
Spezies,种类，类型；形式
Spielfilm,故事片
Spielraum,回旋余地，活动余地；活动余地，活动空间；间隙，容限
Spielregel,游戏规则
Sponsor,赞助人；赞助商；赞助单位
spontan,自发的，自动的；突发的
Sportereignis,体育赛事
Sportveranstaltung,体育活动，体育赛事
Spott,嘲笑，讥笑
Sprachentwicklung,语言发展
Sprachforscher,语言学家
Sprachgebiet,语言区
Sprachkenntnisse,外语知识，语言知识
Sprachschatz,词汇
Sprachstörung,言语障碍
Sprachwissenschaftler,语言学家
Sprichwort,谚语，俗语
spritzen,注射，打针，注入；喷射，喷洒；飞溅，四溅；下小雨
Spruch,格言
sprühen,喷，喷射，喷溅；喷雾，雾化；下细雨；洋溢
spüren,感觉，感觉到；探寻，追踪；探寻，追踪，跟踪
Staatsbesuch,国事访问
Staatschef,国家首脑；国家元首
Staatsfeiertag,国庆
Stadtbibliothek,市图书馆
Stamm,家族；氏族；部落，部族
Stand,地方，位置；身份，地位；货摊，摊位；情况，状况，状态；高度，方位；等级，水平；站，站立
ständig,持续的，持续不断的，接二连三的，稳定不变的；经常，总是
Standpunkt,立场，观点，看法；位置，地方
stapfen,笨重地走；踏着沉重地脚步走
stärken,使强壮，使强身；增强，加强；营养滋补，饮食以补精力
Startseite,家
Start-up,启动
statistisch,统计学的；统计的
stattdessen,反而，相反；换而言之；代替
Staubschicht,粉尘层
staunen,惊讶，惊呆，惊奇
stecken,插，塞，放置；插接；隐藏；插在，插于；处于
stehen,站，立，站立；竖立；处于；面临；位于，坐落；停滞，不动；合身；挂，吊，悬挂；取大于；代表，保证；站，站立；处于
steigern,提高，使上升；增强；提高，增加；加强，增强，加剧
Stein,石，石头，石块
stellen,放，放置，摆；提出，提供；校正，调准；拦截，截住
Stellenanzeige,工作广告，招聘广告
Stellenausschreibung,招聘
Stellenwechsel,调换工作
Stellung,职位；职务；位置；观点，看法
Stellungnahme,观点，看法，意见；表态，发表观点，看法
stellvertretend,代理的；副的，副职的
Stellvertreter,代表，代理人；副手；代理人
stetig,连续的，持续的，稳定的，不变的
stets,总是，始终，自始至终
steuern,驾驶；控制，操纵，驾驭；驶向，运动；纳税，完税
stimmen,校舍，调查；使……保持的……情绪；使产生一种情感；真实，正确；相符，符合；投票
Stoffwechsel,新陈代谢
Stopp,吊球，吊网前球；中止，中断；停，停下；停车
Straftat,犯罪行为
Strandurlaub,海滩度假
Strategie,战略，谋略
sträuben,竖立，竖起来；竖立，竖起来；对抗，抗拒
Strauß,花束，一束花
Strecke,平巷；直线；猫获物；赛段；一段路，路段
streiken,罢工；不起作用，不运转
strikt,严格的，严密的，严厉的；精确的，明确的
Stromleitung,导电，导电性；电线，导线
Strömung,流派；潮流；思潮；流；水流；气流
Struktur,组织，密度，质地；构造；组织；结构
strukturiert,结构化
Strukturierung,结构
Studentenwohnheim,大学生宿舍
Stuntman,特技演员，替身演员
Suchmaschine,搜索引擎
Sucht,热衷，追求；痛，嗜好；病；瘾
Summe,总额，金额，数额；总数；和数
surreal,超现实主义
symbolisch,象征的，象征性的，象征意义的；符号的
Sympathie,好感；同情
Synonym,同义的
systematisch,系统的，系统化的，系统性的，有计划的
Taekwondo,跆拳道
Tagesausflug,一日游
tagsüber,白天，日间
Takt,节奏；小节；冲程；礼节，催人情，得体；节奏；节拍
Talent,人才，天才；才能；天赋，天资
talentvoll,很有才能的，很有天赋的
tatenlos,旁观的，观望的
Tatsache,事实，真相
tatsächlich,实际的，真实的，符合实情的；事实上，实际上；确实，的确
taufen,举行洗礼；取名，命名
Täuschung,错觉；记忆错误；蒙骗；迷惑
Teamfähigkeit,合作
Teamgeist,集体、团队精神
Technikerin,女性技术员，女性技术工，女工程师
Techniker,专家；大师；技术人员；技术员；技师
Technologie,技术；工艺；工艺学；科技
Teilung,分，分开；分成，分配
Telefonistin,总机
Telefonist,电话（接线）员
Tendenz,倾向，倾向性；潮流；发展趋势
Tennisplatz,网球场
Terminkalender,记事（备忘）日历
Textilie,纺织品
Textstelle,文中某处；文中的一处
Theaterstück,剧本，戏剧，舞台剧
thematisieren,论及；把……作为题目
Theologie,神学
Theorie,学说；理论
Therapeut,采用疗法治疗的医生
Thron,宝座；皇位；王位
ticken,发出滴嗝声
Tiergarten,动物园
Tiergehege,饲养箱
Todesurteil,死刑
Ton,音质；音色；音高，调；口吻，口气，语调；色调；声音，响声；重音；陶土，黏土
touren,旅游，观光
tragen,提，抬，扛；戴，穿；携带，带有；担负，肩负；忍受，承受
Träne,眼泪
Tränenflüssigkeit,泪液
Tränensack,泪囊
Transparenz,透明度；透明
Traubenzieher,葡萄糖
Trauer,丧服；孝衣
treiben,赶，驱赶；发动，起动，驱动；迫使，驱使；干，做，从事；打进，打入；催，催促；使出现，使生长；(暖房)栽培
Trendforscher,研究者趋势
trembar,可分开的，可分离的
treu,可靠的，诚实的，信得过的；无二心的，忠实的；准确的
Treue,忠实于原意；符合原先状况；忠，忠诚，忠心；忠贞
Trophäe,奖品，银行；战利品
trösten,安慰，权威，使安心；自我安慰
Tunnel,通道；地道；隧道
Türflügel,门，门扇
Turnier,比赛，竞赛
Turnschuh,休操鞋；运动鞋；旅游鞋
überaus,非常，特别，极其
Überblick,全景；概要；总揽
Übereinander,重叠地，相叠地
Übereinstimmen,与……一致，与……相符
Überfordern,过高要求，对……要求过高
Übergeben,交给，交予；递交，提交，托付，委托；吐，呕吐
Überlassen,出让，转让，让给；任凭，听凭；委托，托付，嘱托；沉浸于，陷入，忘情于
Überlastet,装载过多的；负担过重的
Überleben,比……活得长久，活下来，活过；落后于时代，陈旧，过时至关重要的
Überlebenswichtig,至关重要的
Überlegung,考虑，思索，思考
Überregional,跨地区的；超地区的
Überrest,残余物，残余；瓦砾，废墟
Überschatten,遮住，遮蔽；使逊色，使蒙上阴影
Überschüssig,剩余的，多余的
Übersehen,眺望，鸟瞰，俯瞰；忽略，忽视；漏看，没看到
Übersetzbar,能翻译的
Übersichtlich,一目了然的，一览无余的；条理分明的；空旷的，开阔的
Übertragung,翻译，译文；传送，传递；转播；传染
Übertreibung,夸张
Übertreiben,夸大，夸张；做得过分，言过其实
Überwachen,监视，监督，监控；看守
Überwiegend,占优势的，大多数的，主要的
Überwinden,克服，战胜；放弃，改正；消除；克制，自制
Überzeugungskraft,说服力
üblich,习惯的，通常的，普通的
übrigens,此外，另外，再说
umbringen,杀死，杀害；自杀
umfallen,倒下，跌到，摔倒；改变想法，改变信念
Umfang,范围，规模；胸围；容量；周长
umfangreich,范围广泛的，内容丰富的，大规模的；肥胖的
Umfeld,环境，社会环境；周围环境
Umgang,使用；对待；交往，交际，打交道；周旋
umgangssprachlich,自适的，口语的，会话的，对话的
umgehen,躲避，绕开，回避；围绕，绕着；绕行；流行流传；出现作祟
umgestalten,变革，革新，改造
Umkreis,四周，周围；周围地区
umrunden,围绕……运行，绕……行走，绕……行驶
Umschulung,再培训
umsetzen,转化，变换，转换；移植，移栽；移动，搬走；销售，出售
umstritten,有争议的，尚无定论的，看法不一致的
umweltverträglich,环境能承受的，对环境无害的
unangebracht,不恰当的，不得当的，不得体的，不合时宜的
unangemessen,不相称的，不恰当的，不适当的
unbedingt,一定，绝对，无论如何，不管怎样；绝对的，无条件的
unbewusst,无心的，无意的；无意识的，本能的
unbezahlt,尚未支付的；未得报酬的
undenkbar,不可思议的，难以想象的，想象不到的
Unendlichkeit,无穷，无限；无止境，永恒
unentgeltlich,不计报酬的，无偿的，尽义务的
unentschlossen,犹豫不决的，优柔寡断的
unerfüllt,空虚的，不充实的；未满足的；无法实现的，无法完成的
unerwartet,出乎意料的，意料之外的，突如其来的
ungebrauchlich,不普通的，不通用的，不常用的
ungebrochen,不气馁的，压不垮的，坚强的，不泄气的
ungefragt,未被询问地，未经询问地
ungehindert,无障碍的，不受阻挠的，自由的
ungehört,没被听见的，未被注意到的
ungeliebt,不（被）爱的，不（受）喜欢的
ungeschlagen,常胜不败的；无败绩的
ungewiss,不确定的，无把握的，不明确的
unglauwwürdig,不可信的，靠不住的，不可靠的
unleserlich,难以辨认的，字迹不清楚的
unpassend,不适当的，不恰当的，不适直的
unsterblich,不死的，永生的，不朽的；很，十分，非常
Unstimmigkeit,矛盾，不一致；意见分歧；不符，差错
Unterdrückung,压迫；压制；镇压
unterfordern,对…要求过低
untergehen,下山，落山；下降，消失；毁灭，灭亡
Unterhalt,维修费用；生活费用；生活，生计
Unternehmen,打算，从事，着手
Unternehmer,企业家，企业主，厂主
Unterteilung,分区
untertreiben,讲述的；缩小（实情），打折扣地报道
unverändert,未变化的，没有改变的
unverschlossen,未锁的，未封口的
Unverständnis,不理解
unverzichtbar,不可放弃的
unzählig,数不清的，无数的，大量的
üppig,丰富的，活跃的；茂盛的，浓密的；丰满的
Urtelisvermögen,判断力
vehement,猛烈的，激烈的
Verabschiedung,送别；卸任；告别，告辞，送行
verallgemeinern,使一般化，使普通化，概括
Veränderung,变化；改变；变样；更换
verankern,使停泊；使固定；规定，确定
veranstalten,组织，举办，主办，举行
Veranstalter,主办者，举办者
verantworten,负责，承担责任；辩护，申辩，答辩；承担责任
verarbeiten,加工，制作；利用，处理；消化，吸收；领会，领悟
Verarbeitung,加工，处理；加工方式；
verärgern,使生气，使恼怒，激怒
Verärgerung,令人生气的事情；不顺心的事；生气，恼火
Verband,绷带；接合，连结；协会；联合会；联盟；社团
verbauen,用建筑物；阻隔，隔断，堵塞，挡住；（在建筑中）耗费，使用；造坏；筑堤挡住；在……上造建筑物；阻碍，毁坏，弄糟，开采（矿体）
verbergen,掩饰，隐瞒；隐藏，隐匿，隐蔽；隐藏，隐匿，隐藏
Verbesserung,改善；改进；改正；纠正；修改
verbleiben,剩余，剩下，商定，约定
Verbrechen,犯罪，做坏事，犯错误
verbreiten,传播，散播，散布，散发；使流传，播送；蔓延，传播开，流行；详细了解
verbreitet,流行的；广泛的；广为流传的；司空见惯的
Verbreitung,蔓延，扩散；传播，散布
verbunden,感激的，感谢的；有联系的
Verdächtige,可疑者；嫌疑分子；嫌疑人
verdächtigen,怀疑
verdeckt,暗
verderblich,易腐烂的，易变质的；堕落的，道德败坏的
verdrängen,排挤，取代；驱散，
Vereinbarkeit,一致性，可协调性
vereinen,使联合，使团结，使统一
vereben,传给，遗留给，遗赠；遗传给
Verfahren,处理，行事；对待；联销道路
verfolgen,眼睛，追寻，追随；遵循，遵守，奉行；迫害，折磨；关注，密切注意
verfügen,规定，指定，命令；拥有，占有；支配，规定
Verfügung,支配，利用，使用，命令，指令，指示
vergangen,过去的，以往的，以前的
vergehen,流逝，消逝，过去；消失，失去；感到
vergewissern,查明，弄清，证实
vergießen,流出，流出，流出
Vergnügen,娱乐，消遣；使感到快乐
vergolden,镀金，涂金
Verhaltensregel,行为规则
Verhältnis,关系
Verhandlung,审理；谈判；磋商
Verhandlungsgeschick,谈判技巧
verhandlungssicher,流利
verhindern,阻碍，妨碍，阻止
Verkaufsausstellung,展销会
Verkehrsschild,交通指示牌
verlagern,移动，转移
verlangen,要求，请求，期望，需要；渴望，盼望，热望
verlässlich,信得过的，可信赖的，可靠的，靠得住的
Verlauf,方向，走向；发展；过程
verlaufen,迷路；消失；离去，退去；经历，进行，进展，经过；流逝，过去；消失，停止；通过，走向，伸展
verleihen,出借，借给，借出；授予，给予，颁发
Verlierer,失败者；失主
Verliererin,失败者
vermehren,增加，增多，增大；增加，增多；繁殖
vermehrt,增加的，复制的，繁殖的。
vermessen,傲慢的，狂妄的，过于自信的；蛮勇的，冒险的
Vermieter,房东，出租人
vermitteln,介绍；促成；提供；传达；调解，斡旋
Vermögen,财产，财富
vernichten,毁灭，消灭，销毁
veröffentlichen,发表，出版
Verpackung,包装；包装材料
verpennen,睡觉耽误，睡过头；在睡眠中度过
verraten,泄密，泄露；吐露，透露；出卖，背叛，叛变
Versandkosten,回报
verschaffen,使获得，设法获得，努力取得，搞到，谋得
verschärfen,加强，强化；使尖锐化，使更紧张，使激化；使更严厉；使恶化；尖锐化，激化；恶化
Verschlüsselung,加密，隐匿，隐藏，混乱。
verschuldet,负债的
Verschwendung,浪费；挥霍；铺张
versetzen,调动...的职位（或工作），调任，使升级，装置，移动
versinken,下沉，沉没；致力于，埋头于；陷入，陷进
Versorgung,供养；照料；供给，供应
Verstand,理解；理智；神志
Verständlichkeit,可懂
verstärken,增强，加强，加大；增大，扩大
verstärkt,加强的，增强的，增多的
versterben,死亡，去世
Versuchsperson,被试验者，受试人
Versuchsreihe,科学试验顺序
Verteilung,销售，经销；分配；分布；分发；散发
vertiefen,加深，深化，充实，使深入；加深，深化；专心于，埋头于
vertonen,谱曲，作曲，配曲
vertraut,亲密的，知心的，知己的；熟悉的，熟识的，在行的
Vertrautheit,亲密。亲昵。
vertreiben,出售，推销，销售；驱逐，赶出，赶走；排除，消除
vertreten,代理，代替，接替；代表，主张；出席
Vertreter,副职；代理人；代销商；代理商；代表
verwaschen,使不安
verwählen,打电话拨号
verwahrlost,衣冠不整的，被忽视的。
verwalten,管理，经理，经营，掌管
Verwaltung,管理部门；管理处；行政处；管理；掌管
verwandeln,转化，变为；转换，改变，使变化
Verwandschaft,同类；同属；同族；亲属，亲戚
verwechseln,混淆；搞错，弄错，拿错
verweisen,驱逐，逐出，开除；训斥，斥责；指示，指引，指导
verwöhnen,娇养，溺爱，宠坏；使满足
verwunderlich,奇妙的，奇怪的，令人惊异的
verzweifelt,绝望的，失望的，丧失信心的；拼命的，冒险的，挺而走险的；极，非常
Verzweiflung,绝望
verzwickt,棘手的，难办的，错综复杂的
vielbeschäftigt,非常忙碌的
vielfach,多股的，多倍的；多次的，反复出现的；经常的
Vielfalt,多种多样；五花八门；丰富多彩
vielmehr,宁可，宁愿；更确切地说，其实是
vielsprachig,多种语言的；掌握多种语言（文字）的
Vielzahl,大量
Virenschutzprogramm,防病毒程序
virtuell,可能的；虚拟的；潜在的
Virus,病毒
Vision,幻想；幻景；幻觉；幻像
Visuell,视觉的，视力的，有视觉引起的
Volk,人民；民族
Volkslied,民歌
voller,充满的
völlig,十分的，充分的，完全的
vollkommen,完全的；十全十美的，完美无缺的
vollständig,完全的，完整的，完备的
Volontariat,实习生的位置；实习期
vorangegangen,前
voranstellen,把...放在前面，移到前面；把...说在前面，放在前面说
vorausdenken,超前思考
vorausgehen,走在前面；发生在......之前
voraussetzen,以......为先决条件或前提；假定，假设
Voraussetzung,前提；先决条件
voraussichtlich,预测的，预计的，有预感的，很可能的
Vorbild,榜样，楷模
vorbildlich,模范的，典范的，起模范作用的
Vordergrund,前景
vordergründig,肤浅的；容易看清的；表面化的；平俗的
Vorgang,事情的经过，事件，经过
vorgeben,预先规定；假装，伪称，借口；让步
vorgehen,走快，走得快；发生；走在前面，先行；对待，对付；居优先地位
Vorgesetzte,上司，主管，上级领导
vorhanden,现有的，现存的
vorhersagen,预备，预报，预测，预告
vorkommen,发生，出现；存在，有；遇见，碰到；觉得
vorleben,前生
Vorlesung,讲演课，大课
Vorliebe,喜好；偏爱
Vormarsch,传入；流行
Vormund,监护人
vorsprechen,朗读，先读，朗诵；拜访，访问
Vorstellung,上演；演出；设想；想法；印象；想像
Vorstellungsgespräch,面试。求职面试。面朝。暗面
Vortrag,讲话；演讲；报告，朗诵
vortragen,朗诵；表演；演奏，演唱；阐明，报告，陈述；提到前面
Vorteil,好处，益处；优点，长处；利益，优势
vorübergehend,暂时的，临时的
Vorurteil,偏见，成见
vorweisen,出示，拿出，亮出
Vorwurf,责备，指责；谴责
vorziehen,拉上；拉到前面；更喜欢，宁愿；优先考虑，优待
wach,醒着的；清醒的，警觉的
wachrufen,叫醒，唤醒
Wahlkampf,竞选活动
Wahlpflichtfach,选修课
Wahnsinn,疯狂，精神错乱，精神病
wahrscheinlich,很可能的，大概的
Währung,货币，通货
Waldgebiet,林区
Waldrand,林边
Wand,墙，墙壁
Wanderer,徒步旅行者
Wanderung,徒步旅行，漫游
Wandgemälde,壁画
warmherzig,热心的，热情的，热诚的
warnen,警告，告诫，提醒
warten,等待，等候；看管，照管；保养，维修
Wäsche,洗涤物，待洗的衣物
Wasserdampf,水蒸气
Wasserkraft,水力
Wassermangel,缺水
Wasserversorgung,供水
wechselhaft,多变的，变化无常的，不稳定的
wechseln,更换，调换；兑换；变换，改变；交替，轮换
wechselseitig,相互的，彼此的
wechselweise,交替地，轮流地
wecken,唤醒，叫醒；引起，激起，唤起
wegfallen,取消，废除，删除；消失，停止；免除，省去
weggehen,离开，离去；走开；出门
wegnehmen,拿走，取走，夺走，抢走；没收，充公
wehren,防御，防卫，保卫；抵抗，反抗；禁止，阻止，防止
Wehrpflicht,兵役义务
Weide,牧场，草场，草地
weil,因为
Weinberg,葡萄园
Weise,方式，方法
Weisheit,智慧，才智；明智
weiß,白的，白色的；空白的；苍白的
Weißbrot,白面包
weitaus,远远地，大大地
weiterempfehlen,推荐
weiterentwickeln,进一步发展
weitergeben,转交，转送；转告，转达；传递，传给
weiterhin,继续，仍然；此外，另外
weiterleiten,转寄，转交；转达，转送
weiterverarbeiten,再加工，继续加工
weiterverwenden,继续使用
weitgehend,广泛的，大范围的，很大程度上的
Weltall,宇宙
Weltgeschehen,世界大事
Weltraum,宇宙空间，太空
Weltraumforschung,宇宙研究
Weltraumstation,空间站
Weltrekord,世界纪录
Weltruhm,世界声誉
Weltsprache,世界语言
Wende,转折，转变；转弯处；掉头处
wenigstens,至少，起码
Werbeagentur,广告社
Werbespot,广告片
Werbeträger,广告载体
Werbevideo,广告视频
Werkstatt,车间，工场，作坊
Werkzeug,工具
wert,价值，价格；值，值得
Wertgegenstand,贵重物品
Wertschätzung,尊重，尊敬，敬重
Wesen,本质，实质；性格，性情；生物，人
wesentlich,重要的，根本的，本质的；非常，大大地
Wettbewerb,竞争；比赛，竞赛
Wettbewerbsfähigkeit,竞争力
wichtig,重要的，重大的，要紧的
Widerruf,撤回，撤销，收回
widerspiegeln,反映，映出
widersprechen,反驳，反对，辩驳；与……相矛盾，与……相抵触
widerstehen,抵抗，反抗，抗拒；经得起，耐得住
widmen,奉献，贡献；把……用于；题献，献词
wiegen,称……的重量；重，有……重；摇，摇晃
Wiese,草地，草坪，草场
Wille,意志，毅力；意愿，愿望
willkürlich,任意的，随意的；专横的，专断的
Wind,风
Windel,尿布
Winkel,角，角度；角落，旮旯
Wintermonat,冬季月份
wirken,工作，劳动；起作用，生效；显得，看上去
Wirkung,作用，效果，影响
Wirkungsgrad,效率
Wirtschaftsprüfer,审计师
Wirtschaftswachstum,经济增长
Wissen,知识，学问；知道，了解，认识
Wissenschaftler,科学家
wissenschaftlich,科学的，学术性的
Witz,笑话，玩笑；幽默，诙谐；要点，关键
wohnen,住，居住
Wohnmobil,房车
Wohnort,居住地，住处
Wohnsitz,住所，寓所，住宅
Wohnung,住宅，住房，寓所
Wohnungsnot,住房紧缺
Wohnviertel,住宅区
Wolke,云，云彩；烟雾，尘雾
womöglich,也许，可能，或许
Wortlaut,原文，原话，措辞
Wortschatz,词汇，词汇量
Wrack,残骸，废墟
wuchern,生长茂盛，蔓生，丛生；放高利贷
Wucht,力量，冲力，冲击力；重量，重力
wundern,使惊奇，使惊讶；感到惊奇，感到惊讶
Wunsch,愿望，希望；要求，请求
Würde,尊严，威严；高位，显职
würdevoll,尊严的，威严的，庄重的
Würdenträger,高官，显贵
Wurst,香肠，腊肠
Wut,愤怒，狂怒，暴怒
zäh,坚韧的，不易断的；粘的，稠的；顽强的，固执的
Zahl,数字，数目；数量
zahlenmäßig,数量上的，按数量的
zahllos,无数的，数不清的
zahlreich,众多的，大量的
Zahlungsmittel,支付手段，货币
Zahnarztpraxis,牙科诊所
Zahnschmelz,牙釉质
Zahnseide,牙线
Zahnzwischenraum,牙缝
Zeichensetzung,标点符号用法
zeichnen,画，绘画；绘制；签署，签订
Zeichnung,图，图画；素描；签署，签订
Zeigefinger,食指
zeigen,指，指向；显示，表明；出示，给……看；指向，指着；表明，证明
Zeitabschnitt,时期，时代；时间段
Zeitgenosse,同时代的人
Zeitgenössisch,当代的，现代的
Zeitlimit,时间限制
Zeitraum,时期，期间
Zeitschrift,杂志，期刊
Zeitungsartikel,报纸文章
Zeitungsente,假新闻
Zeitungsverlag,报社
Zelt,帐篷
Zensur,审查，检查；分数，成绩
